"","fieldsite","Age","ageclass","Gender","CTL","C6_prev_6","C6_prev_11","C6_prev_12","C6_prev_13","C6_prev_14","C6_prev_15","R4_relig_spirit","PO1_gen_1","PO1_gen_2","threat","R1_comm_risk_1","R1_comm_risk_2","R1_comm_risk_3","R1_comm_risk_4","Vaccinated","WaxWilling","HandWash","HandDisinfect","StayHome","Antibact","MaskFreq","AvoidPublic","Stockup","AltRem","CoverCough","SocDist","selfthreat","famthreat","commthreat","countrythreat","Threat","PO_social","PO_econ","CTL_c","AGE_c","threat_c","selfthreat_c","famthreat_c","commthreat_c","countrythreat_c","religious","spiritual","non_relig"
"1","BZ",41,"40-49","1",24,4,NA,NA,NA,NA,NA,3,7,7,19,4,5,5,5,0,5,5,5,5,4,4,4,5,4,5,4,4,5,5,5,19,7,7,1.71827411167513,-1.26395939086294,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"2","BZ",25,"18-29","1",17,6,NA,NA,NA,NA,NA,2,2,2,19,4,5,5,5,1,NA,5,4,5,3,4,6,3,5,6,5,4,5,5,5,19,2,2,-5.28172588832487,-17.2639593908629,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"3","BZ",36,"30-39","2",26,6,NA,NA,NA,NA,NA,2,7,6,18,4,4,5,5,0,7,5,7,6,7,7,6,5,6,7,7,4,4,5,5,18,7,6,3.71827411167513,-6.26395939086294,0.553299492385786,-0.210659898477157,-0.317258883248731,0.634517766497462,0.446700507614213,0,1,0
"4","BZ",43,"40-49","1",14,7,NA,NA,NA,NA,NA,3,3,2,20,5,5,5,5,1,NA,7,7,7,3,7,7,7,1,7,7,5,5,5,5,20,3,2,-8.28172588832487,0.736040609137056,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"5","BZ",45,"40-49","2",27,6,NA,NA,NA,NA,NA,1,8,8,4,1,1,1,1,0,4,6,7,6,1,7,6,6,6,1,6,1,1,1,1,4,8,8,4.71827411167513,2.73604060913706,-13.4467005076142,-3.21065989847716,-3.31725888324873,-3.36548223350254,-3.55329949238579,1,0,0
"6","BZ",27,"18-29","1",31,6,NA,NA,NA,NA,NA,1,7,7,20,5,5,5,5,1,NA,6,6,6,6,6,6,6,6,6,6,5,5,5,5,20,7,7,8.71827411167513,-15.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"7","BZ",28,"18-29","1",21,5,NA,NA,NA,NA,NA,1,5,3,19,5,5,4,5,0,7,7,7,4,6,6,5,5,6,6,4,5,5,4,5,19,5,3,-1.28172588832487,-14.2639593908629,1.55329949238579,0.789340101522843,0.682741116751269,-0.365482233502538,0.446700507614213,1,0,0
"8","BZ",28,"18-29","1",30,7,NA,NA,NA,NA,NA,1,5,5,20,5,5,5,5,0,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,5,5,7.71827411167513,-14.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"9","BZ",29,"18-29","1",28,7,NA,NA,NA,NA,NA,1,8,6,15,4,4,4,3,0,6,7,7,7,7,7,7,4,3,7,7,4,4,4,3,15,8,6,5.71827411167513,-13.2639593908629,-2.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-1.55329949238579,1,0,0
"10","BZ",68,"65+","2",25,1,NA,NA,NA,NA,NA,3,1,1,20,5,5,5,5,1,NA,7,7,7,7,7,1,1,1,7,7,5,5,5,5,20,1,1,2.71827411167513,25.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"11","BZ",30,"30-39","1",23,6,NA,NA,NA,NA,NA,3,2,1,19,4,5,5,5,0,7,7,7,6,6,7,6,7,5,7,7,4,5,5,5,19,2,1,0.718274111675125,-12.2639593908629,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"12","BZ",36,"30-39","1",26,4,NA,NA,NA,NA,NA,1,6,4,20,5,5,5,5,0,7,7,6,6,6,7,4,1,1,7,6,5,5,5,5,20,6,4,3.71827411167513,-6.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"13","BZ",32,"30-39","2",31,7,NA,NA,NA,NA,NA,1,2,2,20,5,5,5,5,0,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,2,2,8.71827411167513,-10.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"14","BZ",38,"30-39","1",17,6,NA,NA,NA,NA,NA,1,4,4,20,5,5,5,5,0,7,7,7,3,7,7,6,3,1,7,7,5,5,5,5,20,4,4,-5.28172588832487,-4.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"15","BZ",50,"50-64","1",24,7,NA,NA,NA,NA,NA,2,9,9,13,3,3,3,4,0,6,7,7,6,7,7,7,7,1,7,7,3,3,3,4,13,9,9,1.71827411167513,7.73604060913706,-4.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-0.553299492385787,0,1,0
"16","BZ",26,"18-29","1",22,7,NA,NA,NA,NA,NA,3,4,4,20,5,5,5,5,0,7,7,7,6,7,7,7,1,1,7,7,5,5,5,5,20,4,4,-0.281725888324875,-16.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"17","BZ",29,"18-29","1",34,7,NA,NA,NA,NA,NA,3,1,2,20,5,5,5,5,0,7,7,7,7,4,7,7,4,1,6,6,5,5,5,5,20,1,2,11.7182741116751,-13.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"18","BZ",27,"18-29","2",25,7,NA,NA,NA,NA,NA,2,2,2,20,5,5,5,5,0,7,7,7,7,7,7,7,7,1,7,7,5,5,5,5,20,2,2,2.71827411167513,-15.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"19","BZ",27,"18-29","1",17,7,NA,NA,NA,NA,NA,3,5,1,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,1,7,7,5,5,5,5,20,5,1,-5.28172588832487,-15.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"20","BZ",31,"30-39","2",23,4,NA,NA,NA,NA,NA,1,4,4,19,5,5,4,5,1,NA,7,7,4,7,7,4,2,1,6,7,5,5,4,5,19,4,4,0.718274111675125,-11.2639593908629,1.55329949238579,0.789340101522843,0.682741116751269,-0.365482233502538,0.446700507614213,1,0,0
"21","BZ",23,"18-29","2",19,4,NA,NA,NA,NA,NA,2,2,3,16,3,4,5,4,1,NA,7,7,7,1,7,4,2,1,7,6,3,4,5,4,16,2,3,-3.28172588832487,-19.2639593908629,-1.44670050761421,-1.21065989847716,-0.317258883248731,0.634517766497462,-0.553299492385787,0,1,0
"22","BZ",34,"30-39","1",25,7,NA,NA,NA,NA,NA,1,1,2,20,5,5,5,5,0,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,1,2,2.71827411167513,-8.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"23","BZ",29,"18-29","1",30,7,NA,NA,NA,NA,NA,2,1,1,20,5,5,5,5,0,7,7,7,7,7,7,7,6,1,7,7,5,5,5,5,20,1,1,7.71827411167513,-13.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"24","BZ",31,"30-39","2",20,7,NA,NA,NA,NA,NA,2,2,2,19,4,5,5,5,1,NA,7,7,6,7,7,7,4,4,7,7,4,5,5,5,19,2,2,-2.28172588832487,-11.2639593908629,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"25","BZ",30,"30-39","1",21,4,NA,NA,NA,NA,NA,3,8,8,20,5,5,5,5,0,7,7,7,4,7,7,4,4,4,7,7,5,5,5,5,20,8,8,-1.28172588832487,-12.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"26","BZ",27,"18-29","1",22,5,NA,NA,NA,NA,NA,3,4,5,9,1,2,3,3,0,6,5,7,5,6,5,5,6,4,5,7,1,2,3,3,9,4,5,-0.281725888324875,-15.2639593908629,-8.44670050761421,-3.21065989847716,-2.31725888324873,-1.36548223350254,-1.55329949238579,0,0,1
"27","BZ",22,"18-29","1",24,1,NA,NA,NA,NA,NA,3,5,6,18,5,5,4,4,0,5,4,7,6,1,7,1,3,1,7,6,5,5,4,4,18,5,6,1.71827411167513,-20.2639593908629,0.553299492385786,0.789340101522843,0.682741116751269,-0.365482233502538,-0.553299492385787,0,0,1
"28","BZ",54,"50-64","2",30,1,NA,NA,NA,NA,NA,1,8,8,15,3,3,4,5,1,NA,7,7,7,7,7,1,6,7,7,7,3,3,4,5,15,8,8,7.71827411167513,11.7360406091371,-2.44670050761421,-1.21065989847716,-1.31725888324873,-0.365482233502538,0.446700507614213,1,0,0
"29","BZ",24,"18-29","2",22,6,NA,NA,NA,NA,NA,2,4,4,16,4,4,4,4,0,7,7,7,6,7,7,6,5,3,7,7,4,4,4,4,16,4,4,-0.281725888324875,-18.2639593908629,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"30","BZ",54,"50-64","2",22,5,NA,NA,NA,NA,NA,2,5,3,17,4,4,4,5,1,NA,7,7,7,6,7,5,2,4,4,7,4,4,4,5,17,5,3,-0.281725888324875,11.7360406091371,-0.446700507614214,-0.210659898477157,-0.317258883248731,-0.365482233502538,0.446700507614213,0,1,0
"31","BZ",43,"40-49","1",23,2,NA,NA,NA,NA,NA,1,2,2,19,4,5,5,5,1,NA,7,7,2,4,7,2,2,2,1,2,4,5,5,5,19,2,2,0.718274111675125,0.736040609137056,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"32","BZ",41,"40-49","1",15,7,NA,NA,NA,NA,NA,2,7,7,14,2,3,4,5,1,NA,7,7,1,7,7,7,1,1,7,7,2,3,4,5,14,7,7,-7.28172588832487,-1.26395939086294,-3.44670050761421,-2.21065989847716,-1.31725888324873,-0.365482233502538,0.446700507614213,0,1,0
"33","BZ",43,"40-49","2",36,1,NA,NA,NA,NA,NA,2,4,4,14,2,5,4,3,1,NA,7,7,7,7,7,1,1,7,6,7,2,5,4,3,14,4,4,13.7182741116751,0.736040609137056,-3.44670050761421,-2.21065989847716,0.682741116751269,-0.365482233502538,-1.55329949238579,0,1,0
"34","BZ",30,"30-39","1",25,7,NA,NA,NA,NA,NA,3,3,2,15,2,4,4,5,0,6,7,7,6,7,7,7,7,5,7,7,2,4,4,5,15,3,2,2.71827411167513,-12.2639593908629,-2.44670050761421,-2.21065989847716,-0.317258883248731,-0.365482233502538,0.446700507614213,0,0,1
"35","BZ",38,"30-39","1",23,7,NA,NA,NA,NA,NA,1,8,8,20,5,5,5,5,0,7,7,7,3,7,7,7,7,1,7,7,5,5,5,5,20,8,8,0.718274111675125,-4.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"36","BZ",18,"18-29","2",20,3,NA,NA,NA,NA,NA,2,5,7,11,2,3,3,3,0,4,1,5,7,1,2,3,1,1,7,6,2,3,3,3,11,5,7,-2.28172588832487,-24.2639593908629,-6.44670050761421,-2.21065989847716,-1.31725888324873,-1.36548223350254,-1.55329949238579,0,1,0
"37","BZ",48,"40-49","2",26,1,NA,NA,NA,NA,NA,2,1,1,20,5,5,5,5,1,NA,7,7,7,7,6,1,1,3,7,7,5,5,5,5,20,1,1,3.71827411167513,5.73604060913706,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"38","BZ",43,"40-49","2",18,7,NA,NA,NA,NA,NA,3,1,1,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,1,7,7,5,5,5,5,20,1,1,-4.28172588832487,0.736040609137056,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"39","BZ",27,"18-29","1",23,7,NA,NA,NA,NA,NA,1,6,6,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,6,6,0.718274111675125,-15.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"40","BZ",21,"18-29","2",17,6,NA,NA,NA,NA,NA,2,2,2,18,5,5,4,4,0,7,6,7,6,6,6,6,1,3,7,6,5,5,4,4,18,2,2,-5.28172588832487,-21.2639593908629,0.553299492385786,0.789340101522843,0.682741116751269,-0.365482233502538,-0.553299492385787,0,1,0
"41","BZ",35,"30-39","1",25,6,NA,NA,NA,NA,NA,2,2,3,16,3,4,4,5,1,NA,6,6,7,3,7,6,6,3,6,7,3,4,4,5,16,2,3,2.71827411167513,-7.26395939086294,-1.44670050761421,-1.21065989847716,-0.317258883248731,-0.365482233502538,0.446700507614213,0,1,0
"42","BZ",28,"18-29","1",16,7,NA,NA,NA,NA,NA,3,1,1,16,2,4,5,5,0,7,2,7,7,1,7,7,1,1,2,7,2,4,5,5,16,1,1,-6.28172588832487,-14.2639593908629,-1.44670050761421,-2.21065989847716,-0.317258883248731,0.634517766497462,0.446700507614213,0,0,1
"43","BZ",28,"18-29","1",24,7,NA,NA,NA,NA,NA,1,4,4,20,5,5,5,5,1,NA,7,7,1,7,7,7,7,1,7,7,5,5,5,5,20,4,4,1.71827411167513,-14.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"44","BZ",32,"30-39","2",20,1,NA,NA,NA,NA,NA,1,8,4,13,3,3,3,4,0,7,7,7,6,7,7,1,2,1,6,7,3,3,3,4,13,8,4,-2.28172588832487,-10.2639593908629,-4.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-0.553299492385787,1,0,0
"45","BZ",35,"30-39","2",13,7,NA,NA,NA,NA,NA,2,2,2,16,4,4,4,4,0,7,7,7,7,7,6,7,6,1,7,7,4,4,4,4,16,2,2,-9.28172588832487,-7.26395939086294,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"46","BZ",42,"40-49","1",13,7,NA,NA,NA,NA,NA,3,9,9,16,3,4,4,5,1,NA,7,7,7,7,7,7,1,1,7,7,3,4,4,5,16,9,9,-9.28172588832487,-0.263959390862944,-1.44670050761421,-1.21065989847716,-0.317258883248731,-0.365482233502538,0.446700507614213,0,0,1
"47","BZ",49,"40-49","2",24,7,NA,NA,NA,NA,NA,2,3,1,13,3,3,3,4,1,NA,7,7,4,7,7,7,3,1,7,6,3,3,3,4,13,3,1,1.71827411167513,6.73604060913706,-4.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-0.553299492385787,0,1,0
"48","BZ",27,"18-29","1",26,7,NA,NA,NA,NA,NA,2,2,2,20,5,5,5,5,0,6,7,7,1,7,7,7,1,1,7,7,5,5,5,5,20,2,2,3.71827411167513,-15.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"49","BZ",26,"18-29","2",21,7,NA,NA,NA,NA,NA,1,2,4,19,5,5,4,5,0,7,7,7,7,7,7,7,7,6,7,7,5,5,4,5,19,2,4,-1.28172588832487,-16.2639593908629,1.55329949238579,0.789340101522843,0.682741116751269,-0.365482233502538,0.446700507614213,1,0,0
"50","BZ",18,"18-29","2",28,7,NA,NA,NA,NA,NA,1,7,7,15,2,4,4,5,0,7,7,7,7,7,1,7,7,1,7,7,2,4,4,5,15,7,7,5.71827411167513,-24.2639593908629,-2.44670050761421,-2.21065989847716,-0.317258883248731,-0.365482233502538,0.446700507614213,1,0,0
"51","BZ",41,"40-49","1",23,7,NA,NA,NA,NA,NA,2,3,4,20,5,5,5,5,1,NA,6,7,7,7,4,7,6,3,6,7,5,5,5,5,20,3,4,0.718274111675125,-1.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"52","BZ",28,"18-29","1",10,7,NA,NA,NA,NA,NA,2,6,2,17,4,4,4,5,0,6,7,7,7,7,7,7,1,7,7,7,4,4,4,5,17,6,2,-12.2817258883249,-14.2639593908629,-0.446700507614214,-0.210659898477157,-0.317258883248731,-0.365482233502538,0.446700507614213,0,1,0
"53","BZ",44,"40-49","2",17,4,NA,NA,NA,NA,NA,1,6,4,15,2,3,5,5,1,NA,7,6,6,1,6,4,3,1,1,1,2,3,5,5,15,6,4,-5.28172588832487,1.73604060913706,-2.44670050761421,-2.21065989847716,-1.31725888324873,0.634517766497462,0.446700507614213,1,0,0
"54","BZ",30,"30-39","1",27,3,NA,NA,NA,NA,NA,1,6,6,20,5,5,5,5,1,NA,7,6,2,4,7,3,3,7,7,7,5,5,5,5,20,6,6,4.71827411167513,-12.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"55","BZ",35,"30-39","2",30,7,NA,NA,NA,NA,NA,1,1,1,20,5,5,5,5,1,NA,5,7,6,7,7,7,7,6,2,6,5,5,5,5,20,1,1,7.71827411167513,-7.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"56","BZ",23,"18-29","1",17,1,NA,NA,NA,NA,NA,2,4,3,16,3,3,5,5,0,7,7,7,1,4,7,1,1,1,7,1,3,3,5,5,16,4,3,-5.28172588832487,-19.2639593908629,-1.44670050761421,-1.21065989847716,-1.31725888324873,0.634517766497462,0.446700507614213,0,1,0
"57","BZ",21,"18-29","1",31,7,NA,NA,NA,NA,NA,1,9,9,20,5,5,5,5,1,NA,7,7,3,7,7,7,4,7,7,7,5,5,5,5,20,9,9,8.71827411167513,-21.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"58","BZ",35,"30-39","1",20,7,NA,NA,NA,NA,NA,1,8,8,20,5,5,5,5,0,7,7,7,4,7,7,7,2,5,7,7,5,5,5,5,20,8,8,-2.28172588832487,-7.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"59","BZ",45,"40-49","2",26,4,NA,NA,NA,NA,NA,2,2,2,20,5,5,5,5,1,NA,7,7,6,3,7,4,7,4,6,7,5,5,5,5,20,2,2,3.71827411167513,2.73604060913706,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"60","BZ",57,"50-64","2",19,7,NA,NA,NA,NA,NA,1,5,5,11,2,3,3,3,1,NA,7,7,7,7,1,7,7,1,1,7,2,3,3,3,11,5,5,-3.28172588832487,14.7360406091371,-6.44670050761421,-2.21065989847716,-1.31725888324873,-1.36548223350254,-1.55329949238579,1,0,0
"61","BZ",32,"30-39","1",26,6,NA,NA,NA,NA,NA,2,4,5,15,3,4,4,4,1,NA,7,7,7,7,7,6,7,7,7,7,3,4,4,4,15,4,5,3.71827411167513,-10.2639593908629,-2.44670050761421,-1.21065989847716,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"62","BZ",29,"18-29","2",20,2,NA,NA,NA,NA,NA,2,9,9,20,5,5,5,5,1,NA,7,7,7,7,7,2,1,1,7,3,5,5,5,5,20,9,9,-2.28172588832487,-13.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"63","BZ",25,"18-29","1",25,7,NA,NA,NA,NA,NA,1,1,1,20,5,5,5,5,0,7,7,7,6,1,7,7,7,1,7,7,5,5,5,5,20,1,1,2.71827411167513,-17.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"64","BZ",34,"30-39","1",16,7,NA,NA,NA,NA,NA,3,1,2,19,4,5,5,5,0,7,7,7,7,7,7,7,1,1,1,7,4,5,5,5,19,1,2,-6.28172588832487,-8.26395939086294,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"65","BZ",19,"18-29","2",26,7,NA,NA,NA,NA,NA,1,9,9,14,2,3,4,5,0,7,7,6,7,5,6,7,1,1,7,6,2,3,4,5,14,9,9,3.71827411167513,-23.2639593908629,-3.44670050761421,-2.21065989847716,-1.31725888324873,-0.365482233502538,0.446700507614213,1,0,0
"66","BZ",61,"50-64","2",20,7,NA,NA,NA,NA,NA,2,2,2,20,5,5,5,5,1,NA,7,7,7,6,5,7,4,1,5,7,5,5,5,5,20,2,2,-2.28172588832487,18.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"67","BZ",29,"18-29","2",28,7,NA,NA,NA,NA,NA,2,5,5,20,5,5,5,5,0,7,7,7,7,6,7,7,5,1,6,6,5,5,5,5,20,5,5,5.71827411167513,-13.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"68","BZ",24,"18-29","2",17,7,NA,NA,NA,NA,NA,1,3,3,15,3,4,4,4,0,6,6,4,7,7,6,7,7,1,2,7,3,4,4,4,15,3,3,-5.28172588832487,-18.2639593908629,-2.44670050761421,-1.21065989847716,-0.317258883248731,-0.365482233502538,-0.553299492385787,1,0,0
"69","BZ",23,"18-29","2",23,2,NA,NA,NA,NA,NA,3,8,8,17,4,4,4,5,0,6,7,7,7,6,4,2,3,1,1,7,4,4,4,5,17,8,8,0.718274111675125,-19.2639593908629,-0.446700507614214,-0.210659898477157,-0.317258883248731,-0.365482233502538,0.446700507614213,0,0,1
"70","BZ",31,"30-39","2",20,1,NA,NA,NA,NA,NA,1,4,4,19,5,5,4,5,0,6,7,7,6,5,7,1,3,2,2,3,5,5,4,5,19,4,4,-2.28172588832487,-11.2639593908629,1.55329949238579,0.789340101522843,0.682741116751269,-0.365482233502538,0.446700507614213,1,0,0
"71","BZ",40,"40-49","1",23,7,NA,NA,NA,NA,NA,3,8,8,14,5,2,2,5,0,7,7,7,7,7,7,7,7,7,7,7,5,2,2,5,14,8,8,0.718274111675125,-2.26395939086294,-3.44670050761421,0.789340101522843,-2.31725888324873,-2.36548223350254,0.446700507614213,0,0,1
"72","BZ",48,"40-49","2",25,7,NA,NA,NA,NA,NA,1,8,8,19,4,5,5,5,1,NA,7,7,7,7,7,7,6,1,2,7,4,5,5,5,19,8,8,2.71827411167513,5.73604060913706,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"73","BZ",24,"18-29","2",14,7,NA,NA,NA,NA,NA,3,2,3,20,5,5,5,5,0,7,7,7,6,4,6,7,3,2,7,7,5,5,5,5,20,2,3,-8.28172588832487,-18.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"74","BZ",55,"50-64","2",24,1,NA,NA,NA,NA,NA,2,1,1,20,5,5,5,5,1,NA,7,7,7,7,7,1,2,1,7,7,5,5,5,5,20,1,1,1.71827411167513,12.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"75","BZ",55,"50-64","1",22,5,NA,NA,NA,NA,NA,1,6,5,20,5,5,5,5,1,NA,7,7,5,6,7,5,7,1,6,7,5,5,5,5,20,6,5,-0.281725888324875,12.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"76","BZ",28,"18-29","1",29,7,NA,NA,NA,NA,NA,3,6,6,20,5,5,5,5,0,7,6,7,7,7,7,7,7,7,7,7,5,5,5,5,20,6,6,6.71827411167513,-14.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"77","BZ",37,"30-39","1",27,6,NA,NA,NA,NA,NA,1,2,2,20,5,5,5,5,1,NA,7,7,6,6,6,6,3,3,6,7,5,5,5,5,20,2,2,4.71827411167513,-5.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"78","BZ",44,"40-49","2",22,7,NA,NA,NA,NA,NA,3,4,4,20,5,5,5,5,1,NA,6,7,7,6,7,7,2,1,7,7,5,5,5,5,20,4,4,-0.281725888324875,1.73604060913706,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"79","BZ",43,"40-49","1",22,3,NA,NA,NA,NA,NA,2,7,7,10,2,3,4,1,0,4,7,7,6,1,7,3,2,1,2,3,2,3,4,1,10,7,7,-0.281725888324875,0.736040609137056,-7.44670050761421,-2.21065989847716,-1.31725888324873,-0.365482233502538,-3.55329949238579,0,1,0
"80","BZ",42,"40-49","2",20,7,NA,NA,NA,NA,NA,1,3,3,20,5,5,5,5,1,NA,7,7,6,7,4,7,7,7,7,7,5,5,5,5,20,3,3,-2.28172588832487,-0.263959390862944,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"81","BZ",38,"30-39","2",31,2,NA,NA,NA,NA,NA,1,5,4,20,5,5,5,5,1,NA,7,7,7,6,7,2,7,7,1,6,5,5,5,5,20,5,4,8.71827411167513,-4.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"82","BZ",27,"18-29","1",10,1,NA,NA,NA,NA,NA,2,4,2,15,4,4,3,4,0,6,7,6,7,1,6,1,1,1,7,7,4,4,3,4,15,4,2,-12.2817258883249,-15.2639593908629,-2.44670050761421,-0.210659898477157,-0.317258883248731,-1.36548223350254,-0.553299492385787,0,1,0
"83","BZ",36,"30-39","2",16,7,NA,NA,NA,NA,NA,1,9,5,18,3,5,5,5,0,7,7,7,7,7,7,7,5,1,7,7,3,5,5,5,18,9,5,-6.28172588832487,-6.26395939086294,0.553299492385786,-1.21065989847716,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"84","BZ",28,"18-29","2",24,6,NA,NA,NA,NA,NA,2,1,1,11,2,3,3,3,0,7,6,7,4,7,7,6,1,3,7,7,2,3,3,3,11,1,1,1.71827411167513,-14.2639593908629,-6.44670050761421,-2.21065989847716,-1.31725888324873,-1.36548223350254,-1.55329949238579,0,1,0
"85","BZ",29,"18-29","2",20,6,NA,NA,NA,NA,NA,3,5,5,20,5,5,5,5,0,7,7,7,7,7,6,6,5,1,7,7,5,5,5,5,20,5,5,-2.28172588832487,-13.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"86","BZ",32,"30-39","2",24,6,NA,NA,NA,NA,NA,2,5,5,16,4,4,4,4,0,7,7,7,7,7,7,6,2,1,7,7,4,4,4,4,16,5,5,1.71827411167513,-10.2639593908629,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"87","BZ",27,"18-29","1",16,4,NA,NA,NA,NA,NA,2,2,3,8,2,2,2,2,1,NA,7,2,3,2,6,4,3,4,5,3,2,2,2,2,8,2,3,-6.28172588832487,-15.2639593908629,-9.44670050761421,-2.21065989847716,-2.31725888324873,-2.36548223350254,-2.55329949238579,0,1,0
"88","BZ",22,"18-29","1",23,4,NA,NA,NA,NA,NA,1,8,8,16,4,4,4,4,0,7,4,5,5,6,7,4,6,5,4,5,4,4,4,4,16,8,8,0.718274111675125,-20.2639593908629,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,1,0,0
