"","fieldsite","Age","ageclass","Gender","CTL","C6_prev_6","C6_prev_11","C6_prev_12","C6_prev_13","C6_prev_14","C6_prev_15","R4_relig_spirit","PO1_gen_1","PO1_gen_2","threat","R1_comm_risk_1","R1_comm_risk_2","R1_comm_risk_3","R1_comm_risk_4","Vaccinated","WaxWilling","HandWash","HandDisinfect","StayHome","Antibact","MaskFreq","AvoidPublic","Stockup","AltRem","CoverCough","SocDist","selfthreat","famthreat","commthreat","countrythreat","Threat","PO_social","PO_econ","CTL_c","AGE_c","threat_c","selfthreat_c","famthreat_c","commthreat_c","countrythreat_c","religious","spiritual","non_relig"
"3989","UK",30,"30-39","1",24,2,NA,NA,NA,NA,NA,3,5,7,10,2,2,3,3,0,4,4,6,4,5,2,2,4,3,1,2,2,2,3,3,10,5,7,0.251366120218581,-14.8142076502732,-3.0655737704918,-1.04644808743169,-1.18032786885246,-0.248633879781421,-0.59016393442623,0,0,1
"3990","UK",55,"50-64","1",20,1,NA,NA,NA,NA,NA,2,5,5,17,4,5,4,4,1,NA,1,1,1,1,1,1,1,1,1,1,4,5,4,4,17,5,5,-3.74863387978142,10.1857923497268,3.9344262295082,0.953551912568306,1.81967213114754,0.751366120218579,0.40983606557377,0,1,0
"3991","UK",70,"65+","1",23,7,NA,NA,NA,NA,NA,3,4,4,6,1,1,2,2,1,NA,6,6,7,6,2,7,1,1,1,1,1,1,2,2,6,4,4,-0.748633879781419,25.1857923497268,-7.0655737704918,-2.04644808743169,-2.18032786885246,-1.24863387978142,-1.59016393442623,0,0,1
"3992","UK",69,"65+","2",27,5,NA,NA,NA,NA,NA,3,6,6,8,2,2,2,2,1,NA,5,5,5,5,5,5,1,1,5,5,2,2,2,2,8,6,6,3.25136612021858,24.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,0,0,1
"3993","UK",62,"50-64","2",21,3,NA,NA,NA,NA,NA,3,2,2,16,4,4,4,4,1,NA,7,1,6,6,6,3,1,1,6,6,4,4,4,4,16,2,2,-2.74863387978142,17.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"3994","UK",62,"50-64","1",22,5,NA,NA,NA,NA,NA,3,7,6,13,4,4,3,2,1,NA,4,4,4,4,6,5,5,4,4,6,4,4,3,2,13,7,6,-1.74863387978142,17.1857923497268,-0.0655737704918025,0.953551912568306,0.819672131147541,-0.248633879781421,-1.59016393442623,0,0,1
"3995","UK",67,"65+","2",27,1,NA,NA,NA,NA,NA,3,1,1,20,5,5,5,5,1,NA,7,7,5,7,6,1,4,1,7,4,5,5,5,5,20,1,1,3.25136612021858,22.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,0,1
"3996","UK",62,"50-64","1",25,1,NA,NA,NA,NA,NA,3,5,5,9,2,2,2,3,1,NA,6,1,1,6,5,1,1,1,6,5,2,2,2,3,9,5,5,1.25136612021858,17.1857923497268,-4.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-0.59016393442623,0,0,1
"3997","UK",64,"50-64","2",22,1,NA,NA,NA,NA,NA,2,8,8,9,2,2,2,3,1,NA,6,6,1,4,3,1,1,1,1,7,2,2,2,3,9,8,8,-1.74863387978142,19.1857923497268,-4.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-0.59016393442623,0,1,0
"3998","UK",80,"65+","1",23,7,NA,NA,NA,NA,NA,2,5,5,14,4,3,3,4,1,NA,7,7,7,7,7,7,3,2,7,7,4,3,3,4,14,5,5,-0.748633879781419,35.1857923497268,0.934426229508198,0.953551912568306,-0.180327868852459,-0.248633879781421,0.40983606557377,0,1,0
"3999","UK",60,"50-64","1",22,6,NA,NA,NA,NA,NA,2,6,6,18,5,5,4,4,1,NA,7,5,5,3,6,6,3,5,5,7,5,5,4,4,18,6,6,-1.74863387978142,15.1857923497268,4.9344262295082,1.95355191256831,1.81967213114754,0.751366120218579,0.40983606557377,0,1,0
"4000","UK",56,"50-64","1",23,5,NA,NA,NA,NA,NA,1,1,1,8,2,2,2,2,1,NA,7,7,7,1,7,5,1,1,7,7,2,2,2,2,8,1,1,-0.748633879781419,11.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,1,0,0
"4001","UK",65,"65+","2",26,1,NA,NA,NA,NA,NA,2,6,4,16,4,4,4,4,1,NA,7,7,7,6,6,1,3,1,1,6,4,4,4,4,16,6,4,2.25136612021858,20.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,1,0
"4002","UK",66,"65+","2",23,2,NA,NA,NA,NA,NA,2,7,7,13,3,3,3,4,1,NA,7,7,5,6,6,2,7,1,7,7,3,3,3,4,13,7,7,-0.748633879781419,21.1857923497268,-0.0655737704918025,-0.0464480874316942,-0.180327868852459,-0.248633879781421,0.40983606557377,0,1,0
"4003","UK",66,"65+","2",21,1,NA,NA,NA,NA,NA,3,4,5,9,2,2,2,3,1,NA,7,4,1,1,4,1,2,1,6,3,2,2,2,3,9,4,5,-2.74863387978142,21.1857923497268,-4.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-0.59016393442623,0,0,1
"4004","UK",65,"65+","1",25,1,NA,NA,NA,NA,NA,3,4,4,17,4,4,4,5,1,NA,7,7,6,4,6,1,3,1,7,7,4,4,4,5,17,4,4,1.25136612021858,20.1857923497268,3.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,1.40983606557377,0,0,1
"4005","UK",63,"50-64","2",18,6,NA,NA,NA,NA,NA,2,5,5,13,4,3,3,3,1,NA,7,7,5,7,4,6,3,1,6,3,4,3,3,3,13,5,5,-5.74863387978142,18.1857923497268,-0.0655737704918025,0.953551912568306,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,1,0
"4006","UK",58,"50-64","2",21,3,NA,NA,NA,NA,NA,2,3,3,15,4,4,3,4,1,NA,7,6,3,7,6,3,1,1,6,4,4,4,3,4,15,3,3,-2.74863387978142,13.1857923497268,1.9344262295082,0.953551912568306,0.819672131147541,-0.248633879781421,0.40983606557377,0,1,0
"4007","UK",61,"50-64","1",23,1,NA,NA,NA,NA,NA,3,5,5,11,2,4,2,3,1,NA,6,6,4,7,7,1,1,1,6,7,2,4,2,3,11,5,5,-0.748633879781419,16.1857923497268,-2.0655737704918,-1.04644808743169,0.819672131147541,-1.24863387978142,-0.59016393442623,0,0,1
"4008","UK",67,"65+","2",23,5,NA,NA,NA,NA,NA,3,4,4,17,4,4,4,5,1,NA,7,3,5,6,3,5,1,1,7,3,4,4,4,5,17,4,4,-0.748633879781419,22.1857923497268,3.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,1.40983606557377,0,0,1
"4009","UK",58,"50-64","2",23,4,NA,NA,NA,NA,NA,1,6,6,10,2,3,2,3,1,NA,5,6,5,6,6,4,2,1,6,6,2,3,2,3,10,6,6,-0.748633879781419,13.1857923497268,-3.0655737704918,-1.04644808743169,-0.180327868852459,-1.24863387978142,-0.59016393442623,1,0,0
"4010","UK",62,"50-64","2",27,7,NA,NA,NA,NA,NA,1,6,7,12,3,3,2,4,1,NA,7,6,2,7,7,7,1,1,7,7,3,3,2,4,12,6,7,3.25136612021858,17.1857923497268,-1.0655737704918,-0.0464480874316942,-0.180327868852459,-1.24863387978142,0.40983606557377,1,0,0
"4011","UK",75,"65+","2",31,1,NA,NA,NA,NA,NA,2,6,6,8,2,2,2,2,1,NA,7,7,2,7,6,1,1,6,7,6,2,2,2,2,8,6,6,7.25136612021858,30.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,0,1,0
"4012","UK",65,"65+","2",20,4,NA,NA,NA,NA,NA,3,5,4,15,3,3,4,5,1,NA,4,4,5,4,5,4,3,1,6,4,3,3,4,5,15,5,4,-3.74863387978142,20.1857923497268,1.9344262295082,-0.0464480874316942,-0.180327868852459,0.751366120218579,1.40983606557377,0,0,1
"4013","UK",71,"65+","1",20,1,NA,NA,NA,NA,NA,3,7,7,8,2,2,2,2,1,NA,7,6,1,6,6,1,2,1,6,5,2,2,2,2,8,7,7,-3.74863387978142,26.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,0,0,1
"4014","UK",70,"65+","1",25,5,NA,NA,NA,NA,NA,3,6,4,16,5,4,3,4,1,NA,7,1,7,7,7,5,1,1,7,7,5,4,3,4,16,6,4,1.25136612021858,25.1857923497268,2.9344262295082,1.95355191256831,0.819672131147541,-0.248633879781421,0.40983606557377,0,0,1
"4015","UK",65,"65+","2",21,6,NA,NA,NA,NA,NA,3,4,4,10,2,2,3,3,0,4,7,1,6,7,7,6,1,1,6,7,2,2,3,3,10,4,4,-2.74863387978142,20.1857923497268,-3.0655737704918,-1.04644808743169,-1.18032786885246,-0.248633879781421,-0.59016393442623,0,0,1
"4016","UK",59,"50-64","1",21,7,NA,NA,NA,NA,NA,3,6,6,8,2,2,2,2,1,NA,7,5,5,6,4,7,3,1,2,7,2,2,2,2,8,6,6,-2.74863387978142,14.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,0,0,1
"4017","UK",70,"65+","2",22,7,NA,NA,NA,NA,NA,3,6,6,15,4,4,3,4,1,NA,7,7,7,7,7,7,2,7,7,7,4,4,3,4,15,6,6,-1.74863387978142,25.1857923497268,1.9344262295082,0.953551912568306,0.819672131147541,-0.248633879781421,0.40983606557377,0,0,1
"4018","UK",36,"30-39","2",31,5,NA,NA,NA,NA,NA,1,4,2,20,5,5,5,5,1,NA,7,7,3,7,7,5,1,1,7,7,5,5,5,5,20,4,2,7.25136612021858,-8.81420765027323,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,1,0,0
"4019","UK",59,"50-64","2",20,1,NA,NA,NA,NA,NA,2,9,9,14,5,3,3,3,0,1,7,3,6,3,3,1,1,1,1,3,5,3,3,3,14,9,9,-3.74863387978142,14.1857923497268,0.934426229508198,1.95355191256831,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,1,0
"4020","UK",55,"50-64","1",21,1,NA,NA,NA,NA,NA,3,6,6,8,2,2,2,2,1,NA,7,7,4,7,4,1,1,1,1,1,2,2,2,2,8,6,6,-2.74863387978142,10.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,0,0,1
"4021","UK",64,"50-64","1",27,1,NA,NA,NA,NA,NA,2,6,6,20,5,5,5,5,0,1,2,1,7,7,7,1,2,1,1,7,5,5,5,5,20,6,6,3.25136612021858,19.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,1,0
"4022","UK",81,"65+","1",21,3,NA,NA,NA,NA,NA,3,5,5,8,2,2,2,2,1,NA,6,7,1,7,6,3,1,1,7,7,2,2,2,2,8,5,5,-2.74863387978142,36.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,0,0,1
"4023","UK",34,"30-39","2",29,7,NA,NA,NA,NA,NA,3,8,8,12,3,3,3,3,1,NA,1,5,5,5,1,7,4,1,5,5,3,3,3,3,12,8,8,5.25136612021858,-10.8142076502732,-1.0655737704918,-0.0464480874316942,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,0,1
"4024","UK",62,"50-64","2",26,3,NA,NA,NA,NA,NA,2,4,5,14,3,3,4,4,1,NA,7,7,3,7,6,3,1,1,4,7,3,3,4,4,14,4,5,2.25136612021858,17.1857923497268,0.934426229508198,-0.0464480874316942,-0.180327868852459,0.751366120218579,0.40983606557377,0,1,0
"4025","UK",61,"50-64","2",19,1,NA,NA,NA,NA,NA,2,2,3,10,2,2,3,3,1,NA,7,7,1,7,7,1,2,1,7,7,2,2,3,3,10,2,3,-4.74863387978142,16.1857923497268,-3.0655737704918,-1.04644808743169,-1.18032786885246,-0.248633879781421,-0.59016393442623,0,1,0
"4026","UK",56,"50-64","2",27,1,NA,NA,NA,NA,NA,3,8,8,12,3,3,3,3,1,NA,7,7,7,7,3,1,2,2,7,2,3,3,3,3,12,8,8,3.25136612021858,11.1857923497268,-1.0655737704918,-0.0464480874316942,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,0,1
"4027","UK",58,"50-64","1",30,1,NA,NA,NA,NA,NA,3,7,7,4,1,1,1,1,1,NA,1,1,1,6,1,1,1,1,1,1,1,1,1,1,4,7,7,6.25136612021858,13.1857923497268,-9.0655737704918,-2.04644808743169,-2.18032786885246,-2.24863387978142,-2.59016393442623,0,0,1
"4028","UK",55,"50-64","1",21,7,NA,NA,NA,NA,NA,3,6,6,18,5,5,4,4,1,NA,7,7,1,7,7,7,1,1,3,7,5,5,4,4,18,6,6,-2.74863387978142,10.1857923497268,4.9344262295082,1.95355191256831,1.81967213114754,0.751366120218579,0.40983606557377,0,0,1
"4029","UK",27,"18-29","2",23,1,NA,NA,NA,NA,NA,2,8,8,15,4,4,3,4,1,NA,7,7,5,7,5,1,1,1,6,5,4,4,3,4,15,8,8,-0.748633879781419,-17.8142076502732,1.9344262295082,0.953551912568306,0.819672131147541,-0.248633879781421,0.40983606557377,0,1,0
"4030","UK",66,"65+","1",25,3,NA,NA,NA,NA,NA,3,1,1,16,3,4,4,5,1,NA,5,1,4,1,5,3,1,1,1,4,3,4,4,5,16,1,1,1.25136612021858,21.1857923497268,2.9344262295082,-0.0464480874316942,0.819672131147541,0.751366120218579,1.40983606557377,0,0,1
"4031","UK",58,"50-64","1",23,3,NA,NA,NA,NA,NA,2,4,3,9,2,2,2,3,1,NA,7,7,3,7,7,3,1,1,1,7,2,2,2,3,9,4,3,-0.748633879781419,13.1857923497268,-4.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-0.59016393442623,0,1,0
"4032","UK",67,"65+","2",23,4,NA,NA,NA,NA,NA,3,6,6,20,5,5,5,5,1,NA,7,6,4,7,6,4,1,1,3,6,5,5,5,5,20,6,6,-0.748633879781419,22.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,0,1
"4033","UK",73,"65+","2",24,1,NA,NA,NA,NA,NA,2,2,2,19,5,5,4,5,1,NA,7,7,7,7,7,1,3,1,7,7,5,5,4,5,19,2,2,0.251366120218581,28.1857923497268,5.9344262295082,1.95355191256831,1.81967213114754,0.751366120218579,1.40983606557377,0,1,0
"4034","UK",59,"50-64","2",21,7,NA,NA,NA,NA,NA,3,8,8,12,3,3,3,3,1,NA,7,7,7,7,7,7,7,7,7,7,3,3,3,3,12,8,8,-2.74863387978142,14.1857923497268,-1.0655737704918,-0.0464480874316942,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,0,1
"4035","UK",81,"65+","2",23,6,NA,NA,NA,NA,NA,3,2,2,12,3,3,3,3,1,NA,7,7,6,1,6,6,1,1,6,6,3,3,3,3,12,2,2,-0.748633879781419,36.1857923497268,-1.0655737704918,-0.0464480874316942,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,0,1
"4036","UK",55,"50-64","2",27,7,NA,NA,NA,NA,NA,2,4,4,16,4,3,4,5,1,NA,7,7,5,7,7,7,3,2,7,7,4,3,4,5,16,4,4,3.25136612021858,10.1857923497268,2.9344262295082,0.953551912568306,-0.180327868852459,0.751366120218579,1.40983606557377,0,1,0
"4037","UK",60,"50-64","2",31,7,NA,NA,NA,NA,NA,3,7,7,20,5,5,5,5,1,NA,7,7,7,7,1,7,7,1,1,7,5,5,5,5,20,7,7,7.25136612021858,15.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,0,1
"4038","UK",57,"50-64","2",26,7,NA,NA,NA,NA,NA,3,2,2,16,4,4,4,4,1,NA,7,2,7,2,7,7,1,1,7,2,4,4,4,4,16,2,2,2.25136612021858,12.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"4039","UK",62,"50-64","2",25,1,NA,NA,NA,NA,NA,2,4,4,10,2,2,3,3,1,NA,7,7,6,7,6,1,3,1,6,6,2,2,3,3,10,4,4,1.25136612021858,17.1857923497268,-3.0655737704918,-1.04644808743169,-1.18032786885246,-0.248633879781421,-0.59016393442623,0,1,0
"4040","UK",58,"50-64","2",27,7,NA,NA,NA,NA,NA,1,6,6,9,2,2,2,3,1,NA,7,7,4,7,7,7,5,2,7,7,2,2,2,3,9,6,6,3.25136612021858,13.1857923497268,-4.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-0.59016393442623,1,0,0
"4041","UK",69,"65+","1",19,6,NA,NA,NA,NA,NA,3,5,5,16,4,4,4,4,1,NA,7,6,7,1,6,6,3,1,6,6,4,4,4,4,16,5,5,-4.74863387978142,24.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"4042","UK",74,"65+","1",26,7,NA,NA,NA,NA,NA,3,5,5,16,4,4,4,4,1,NA,7,7,2,7,7,7,1,1,7,7,4,4,4,4,16,5,5,2.25136612021858,29.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"4043","UK",71,"65+","1",22,1,NA,NA,NA,NA,NA,3,5,6,12,3,3,3,3,1,NA,1,1,5,1,5,1,1,1,1,1,3,3,3,3,12,5,6,-1.74863387978142,26.1857923497268,-1.0655737704918,-0.0464480874316942,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,0,1
"4044","UK",64,"50-64","1",21,7,NA,NA,NA,NA,NA,3,2,2,11,2,3,3,3,1,NA,7,7,6,7,7,7,3,1,7,7,2,3,3,3,11,2,2,-2.74863387978142,19.1857923497268,-2.0655737704918,-1.04644808743169,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,0,1
"4045","UK",66,"65+","1",27,1,NA,NA,NA,NA,NA,3,4,4,13,3,4,3,3,1,NA,7,6,6,6,5,1,5,1,7,7,3,4,3,3,13,4,4,3.25136612021858,21.1857923497268,-0.0655737704918025,-0.0464480874316942,0.819672131147541,-0.248633879781421,-0.59016393442623,0,0,1
"4046","UK",61,"50-64","2",20,5,NA,NA,NA,NA,NA,3,2,2,16,4,4,4,4,1,NA,7,5,6,5,5,5,5,1,5,5,4,4,4,4,16,2,2,-3.74863387978142,16.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"4047","UK",63,"50-64","1",26,2,NA,NA,NA,NA,NA,3,1,1,15,3,3,4,5,1,NA,7,7,6,7,7,2,4,1,7,7,3,3,4,5,15,1,1,2.25136612021858,18.1857923497268,1.9344262295082,-0.0464480874316942,-0.180327868852459,0.751366120218579,1.40983606557377,0,0,1
"4048","UK",58,"50-64","2",28,7,NA,NA,NA,NA,NA,1,8,8,20,5,5,5,5,1,NA,7,7,7,7,3,7,3,1,6,3,5,5,5,5,20,8,8,4.25136612021858,13.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,1,0,0
"4049","UK",65,"65+","1",27,4,NA,NA,NA,NA,NA,2,6,6,20,5,5,5,5,1,NA,7,7,2,6,7,4,3,1,7,6,5,5,5,5,20,6,6,3.25136612021858,20.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,1,0
"4050","UK",62,"50-64","2",26,1,NA,NA,NA,NA,NA,3,2,2,16,3,5,3,5,1,NA,6,6,5,6,6,1,3,1,1,3,3,5,3,5,16,2,2,2.25136612021858,17.1857923497268,2.9344262295082,-0.0464480874316942,1.81967213114754,-0.248633879781421,1.40983606557377,0,0,1
"4051","UK",58,"50-64","1",22,7,NA,NA,NA,NA,NA,1,2,1,15,4,4,3,4,1,NA,7,7,7,6,6,7,1,1,7,7,4,4,3,4,15,2,1,-1.74863387978142,13.1857923497268,1.9344262295082,0.953551912568306,0.819672131147541,-0.248633879781421,0.40983606557377,1,0,0
"4052","UK",60,"50-64","1",25,4,NA,NA,NA,NA,NA,3,3,8,16,4,4,4,4,1,NA,7,7,5,7,5,4,2,1,6,4,4,4,4,4,16,3,8,1.25136612021858,15.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"4053","UK",68,"65+","2",23,5,NA,NA,NA,NA,NA,3,5,4,14,3,3,3,5,1,NA,7,7,4,7,7,5,3,1,1,7,3,3,3,5,14,5,4,-0.748633879781419,23.1857923497268,0.934426229508198,-0.0464480874316942,-0.180327868852459,-0.248633879781421,1.40983606557377,0,0,1
"4054","UK",62,"50-64","2",19,7,NA,NA,NA,NA,NA,3,5,4,14,3,3,4,4,1,NA,7,1,5,7,7,7,1,1,7,7,3,3,4,4,14,5,4,-4.74863387978142,17.1857923497268,0.934426229508198,-0.0464480874316942,-0.180327868852459,0.751366120218579,0.40983606557377,0,0,1
"4055","UK",77,"65+","1",27,6,NA,NA,NA,NA,NA,3,6,5,9,2,2,2,3,1,NA,7,1,5,1,6,6,1,1,1,5,2,2,2,3,9,6,5,3.25136612021858,32.1857923497268,-4.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-0.59016393442623,0,0,1
"4056","UK",56,"50-64","2",26,3,NA,NA,NA,NA,NA,2,4,4,9,1,2,2,4,1,NA,7,7,7,4,7,3,3,1,1,7,1,2,2,4,9,4,4,2.25136612021858,11.1857923497268,-4.0655737704918,-2.04644808743169,-1.18032786885246,-1.24863387978142,0.40983606557377,0,1,0
"4057","UK",58,"50-64","2",28,1,NA,NA,NA,NA,NA,3,3,3,16,4,4,4,4,1,NA,7,7,4,6,7,1,2,1,7,7,4,4,4,4,16,3,3,4.25136612021858,13.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"4058","UK",61,"50-64","2",21,4,NA,NA,NA,NA,NA,3,2,2,20,5,5,5,5,1,NA,7,7,6,7,7,4,3,6,4,6,5,5,5,5,20,2,2,-2.74863387978142,16.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,0,1
"4059","UK",69,"65+","1",27,6,NA,NA,NA,NA,NA,3,6,6,18,5,5,4,4,1,NA,7,3,7,1,7,6,3,1,7,7,5,5,4,4,18,6,6,3.25136612021858,24.1857923497268,4.9344262295082,1.95355191256831,1.81967213114754,0.751366120218579,0.40983606557377,0,0,1
"4060","UK",73,"65+","1",25,7,NA,NA,NA,NA,NA,3,5,6,13,3,3,3,4,1,NA,7,6,6,7,7,7,3,1,1,7,3,3,3,4,13,5,6,1.25136612021858,28.1857923497268,-0.0655737704918025,-0.0464480874316942,-0.180327868852459,-0.248633879781421,0.40983606557377,0,0,1
"4061","UK",61,"50-64","2",27,7,NA,NA,NA,NA,NA,3,9,9,12,3,3,3,3,1,NA,7,7,7,7,7,7,7,7,7,7,3,3,3,3,12,9,9,3.25136612021858,16.1857923497268,-1.0655737704918,-0.0464480874316942,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,0,1
"4062","UK",62,"50-64","2",19,7,NA,NA,NA,NA,NA,1,3,3,10,2,2,3,3,1,NA,7,7,6,7,7,7,1,6,7,7,2,2,3,3,10,3,3,-4.74863387978142,17.1857923497268,-3.0655737704918,-1.04644808743169,-1.18032786885246,-0.248633879781421,-0.59016393442623,1,0,0
"4063","UK",71,"65+","1",17,4,NA,NA,NA,NA,NA,2,3,3,15,4,4,3,4,1,NA,7,1,6,6,6,4,2,1,6,4,4,4,3,4,15,3,3,-6.74863387978142,26.1857923497268,1.9344262295082,0.953551912568306,0.819672131147541,-0.248633879781421,0.40983606557377,0,1,0
"4064","UK",55,"50-64","2",27,7,NA,NA,NA,NA,NA,3,8,8,20,5,5,5,5,1,NA,7,7,7,7,7,7,4,1,7,7,5,5,5,5,20,8,8,3.25136612021858,10.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,0,1
"4065","UK",66,"65+","1",23,2,NA,NA,NA,NA,NA,2,6,6,20,5,5,5,5,1,NA,7,7,7,7,2,2,2,2,7,7,5,5,5,5,20,6,6,-0.748633879781419,21.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,1,0
"4066","UK",64,"50-64","1",25,3,NA,NA,NA,NA,NA,3,6,6,16,4,4,4,4,1,NA,7,7,1,3,7,3,3,3,3,3,4,4,4,4,16,6,6,1.25136612021858,19.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"4067","UK",58,"50-64","1",23,7,NA,NA,NA,NA,NA,3,4,4,12,3,3,3,3,0,7,6,6,5,6,4,7,3,1,1,4,3,3,3,3,12,4,4,-0.748633879781419,13.1857923497268,-1.0655737704918,-0.0464480874316942,-0.180327868852459,-0.248633879781421,-0.59016393442623,0,0,1
"4068","UK",60,"50-64","1",23,6,NA,NA,NA,NA,NA,2,2,2,12,2,2,4,4,1,NA,6,6,6,6,6,6,1,1,4,6,2,2,4,4,12,2,2,-0.748633879781419,15.1857923497268,-1.0655737704918,-1.04644808743169,-1.18032786885246,0.751366120218579,0.40983606557377,0,1,0
"4069","UK",58,"50-64","1",28,7,NA,NA,NA,NA,NA,1,6,6,18,5,5,4,4,1,NA,7,7,5,1,7,7,4,1,1,7,5,5,4,4,18,6,6,4.25136612021858,13.1857923497268,4.9344262295082,1.95355191256831,1.81967213114754,0.751366120218579,0.40983606557377,1,0,0
"4070","UK",78,"65+","1",22,1,NA,NA,NA,NA,NA,3,4,4,7,1,1,2,3,1,NA,6,1,6,6,3,1,3,1,6,1,1,1,2,3,7,4,4,-1.74863387978142,33.1857923497268,-6.0655737704918,-2.04644808743169,-2.18032786885246,-1.24863387978142,-0.59016393442623,0,0,1
"4071","UK",68,"65+","2",19,1,NA,NA,NA,NA,NA,3,6,5,8,2,2,2,2,1,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,2,8,6,5,-4.74863387978142,23.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,0,0,1
"4072","UK",62,"50-64","1",28,7,NA,NA,NA,NA,NA,2,3,3,20,5,5,5,5,1,NA,7,1,4,7,7,7,3,1,7,7,5,5,5,5,20,3,3,4.25136612021858,17.1857923497268,6.9344262295082,1.95355191256831,1.81967213114754,1.75136612021858,1.40983606557377,0,1,0
"4073","UK",74,"65+","1",23,7,NA,NA,NA,NA,NA,3,6,6,16,4,4,4,4,1,NA,7,7,4,7,6,7,1,3,6,7,4,4,4,4,16,6,6,-0.748633879781419,29.1857923497268,2.9344262295082,0.953551912568306,0.819672131147541,0.751366120218579,0.40983606557377,0,0,1
"4074","UK",74,"65+","1",23,7,NA,NA,NA,NA,NA,3,6,7,9,2,2,2,3,1,NA,6,2,4,1,3,7,1,1,1,7,2,2,2,3,9,6,7,-0.748633879781419,29.1857923497268,-4.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-0.59016393442623,0,0,1
"4075","UK",62,"50-64","1",19,3,NA,NA,NA,NA,NA,1,6,6,8,2,2,2,2,0,5,7,7,4,7,5,3,1,1,7,5,2,2,2,2,8,6,6,-4.74863387978142,17.1857923497268,-5.0655737704918,-1.04644808743169,-1.18032786885246,-1.24863387978142,-1.59016393442623,1,0,0
"4076","UK",58,"50-64","1",24,1,NA,NA,NA,NA,NA,2,1,1,11,2,2,3,4,1,NA,1,1,1,1,5,1,1,1,1,1,2,2,3,4,11,1,1,0.251366120218581,13.1857923497268,-2.0655737704918,-1.04644808743169,-1.18032786885246,-0.248633879781421,0.40983606557377,0,1,0
